Material;Texto breve de material;Centro;Nome 1;Depósito;Marc.p/elim.nív.dep.;Lote;Data do vencimento;Unid.medida básica;Utilização livre;Segmento de estoque;Moeda;Val.utiliz.livre;Trânsito e TE;Val.em trâns.e Trf;Em contr.qualidade;Valor verif.qual.;Estq.não disponível;Val.util.restrita;Bloqueado;Val.estoque bloq.;Devoluções;Val.bloq.retorno;Estoque em trânsito;Valor em trânsito;Em transfer.(centro);Val.transf.estoque
10000104;SOL PROCELL 2X2L E170 ROCHE;D050;ARMAZEM-BRASILIA;CDD1;;0000178750;29/02/2020;KIT;0;;BRL;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00
10000104;SOL PROCELL 2X2L E170 ROCHE;D050;ARMAZEM-BRASILIA;CDD1;;0000178751;29/02/2020;KIT;0;;BRL;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00
10000104;SOL PROCELL 2X2L E170 ROCHE;D050;ARMAZEM-BRASILIA;CDD1;;35115801;31/03/2020;KIT;0;;BRL;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00
10000104;SOL PROCELL 2X2L E170 ROCHE;D050;ARMAZEM-BRASILIA;CDD1;;35282601;30/04/2020;KIT;0;;BRL;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00
10000104;SOL PROCELL 2X2L E170 ROCHE;D050;ARMAZEM-BRASILIA;CDD1;;35713301;30/04/2020;KIT;0;;BRL;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00
10000104;SOL PROCELL 2X2L E170 ROCHE;D050;ARMAZEM-BRASILIA;CDD1;;35713501;30/04/2020;KIT;0;;BRL;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00
10000104;SOL PROCELL 2X2L E170 ROCHE;D050;ARMAZEM-BRASILIA;CDD1;;35765501;31/05/2020;KIT;0;;BRL;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00
10000104;SOL PROCELL 2X2L E170 ROCHE;D050;ARMAZEM-BRASILIA;CDD1;;35766801;31/05/2020;KIT;0;;BRL;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00
10000104;SOL PROCELL 2X2L E170 ROCHE;D050;ARMAZEM-BRASILIA;CDD1;;36213001;31/05/2020;KIT;0;;BRL;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00
10000104;SOL PROCELL 2X2L E170 ROCHE;D050;ARMAZEM-BRASILIA;CDD1;;36213101;31/05/2020;KIT;0;;BRL;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00
10000104;SOL PROCELL 2X2L E170 ROCHE;D050;ARMAZEM-BRASILIA;CDD1;;36213301;31/05/2020;KIT;0;;BRL;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00
10000104;SOL PROCELL 2X2L E170 ROCHE;D050;ARMAZEM-BRASILIA;CDD1;;36213401;31/05/2020;KIT;0;;BRL;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00
10000104;SOL PROCELL 2X2L E170 ROCHE;D050;ARMAZEM-BRASILIA;CDD1;;36213601;31/05/2020;KIT;0;;BRL;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00
10000104;SOL PROCELL 2X2L E170 ROCHE;D050;ARMAZEM-BRASILIA;CDD1;;36213901;31/05/2020;KIT;0;;BRL;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00
10000104;SOL PROCELL 2X2L E170 ROCHE;D050;ARMAZEM-BRASILIA;CDD1;;36391401;30/06/2020;KIT;0;;BRL;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00
10000104;SOL PROCELL 2X2L E170 ROCHE;D050;ARMAZEM-BRASILIA;CDD1;;36391901;30/06/2020;KIT;0;;BRL;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00
10000104;SOL PROCELL 2X2L E170 ROCHE;D050;ARMAZEM-BRASILIA;CDD1;;36392001;30/06/2020;KIT;0;;BRL;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00
10000104;SOL PROCELL 2X2L E170 ROCHE;D050;ARMAZEM-BRASILIA;CDD1;;37170701;31/07/2020;KIT;0;;BRL;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00
10000104;SOL PROCELL 2X2L E170 ROCHE;D050;ARMAZEM-BRASILIA;CDD1;;38244101;30/09/2020;KIT;0;;BRL;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00
10000104;SOL PROCELL 2X2L E170 ROCHE;D050;ARMAZEM-BRASILIA;CDD1;;38925801;31/10/2020;KIT;0;;BRL;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00
10000104;SOL PROCELL 2X2L E170 ROCHE;D050;ARMAZEM-BRASILIA;CDD1;;38941001;31/10/2020;KIT;0;;BRL;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00
10000104;SOL PROCELL 2X2L E170 ROCHE;D050;ARMAZEM-BRASILIA;CDD1;;39075601;30/11/2020;KIT;0;;BRL;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00
10000104;SOL PROCELL 2X2L E170 ROCHE;D050;ARMAZEM-BRASILIA;CDD1;;39076901;30/11/2020;KIT;0;;BRL;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00
10000104;SOL PROCELL 2X2L E170 ROCHE;D050;ARMAZEM-BRASILIA;CDD1;;40338301;31/12/2020;KIT;0;;BRL;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00
10000104;SOL PROCELL 2X2L E170 ROCHE;D050;ARMAZEM-BRASILIA;CDD1;;40339701;31/12/2020;KIT;0;;BRL;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00
10000104;SOL PROCELL 2X2L E170 ROCHE;D050;ARMAZEM-BRASILIA;CDD1;;40725801;31/12/2020;KIT;0;;BRL;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00
10000104;SOL PROCELL 2X2L E170 ROCHE;D050;ARMAZEM-BRASILIA;CDD1;;40726701;31/12/2020;KIT;0;;BRL;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00
10000104;SOL PROCELL 2X2L E170 ROCHE;D050;ARMAZEM-BRASILIA;CDD1;;41208701;28/02/2021;KIT;0;;BRL;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00
10000104;SOL PROCELL 2X2L E170 ROCHE;D050;ARMAZEM-BRASILIA;CDD1;;43958301;30/06/2021;KIT;365;;BRL;12.928,30;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00
10000104;SOL PROCELL 2X2L E170 ROCHE;D386;NTO-BRASILIA - ASA SUL;ALMX;;0000051841;30/06/2017;KIT;0;;BRL;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00
10000104;SOL PROCELL 2X2L E170 ROCHE;D386;NTO-BRASILIA - ASA SUL;ALMX;;0000079475;30/05/2018;KIT;0;;BRL;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00
10000104;SOL PROCELL 2X2L E170 ROCHE;D386;NTO-BRASILIA - ASA SUL;ALMX;;0000092267;31/08/2018;KIT;0;;BRL;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00
10000104;SOL PROCELL 2X2L E170 ROCHE;D386;NTO-BRASILIA - ASA SUL;ALMX;;0000092712;31/08/2018;KIT;0;;BRL;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00
10000104;SOL PROCELL 2X2L E170 ROCHE;D386;NTO-BRASILIA - ASA SUL;ALMX;;0000092715;31/08/2018;KIT;0;;BRL;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00
10000104;SOL PROCELL 2X2L E170 ROCHE;D386;NTO-BRASILIA - ASA SUL;ALMX;;0000092930;31/08/2018;KIT;0;;BRL;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00
10000104;SOL PROCELL 2X2L E170 ROCHE;D386;NTO-BRASILIA - ASA SUL;ALMX;;0000100048;30/09/2018;KIT;0;;BRL;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00
10000104;SOL PROCELL 2X2L E170 ROCHE;D386;NTO-BRASILIA - ASA SUL;ALMX;;0000102428;30/09/2018;KIT;0;;BRL;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00
10000104;SOL PROCELL 2X2L E170 ROCHE;D386;NTO-BRASILIA - ASA SUL;ALMX;;0000103981;30/09/2018;KIT;0;;BRL;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00
10000104;SOL PROCELL 2X2L E170 ROCHE;D386;NTO-BRASILIA - ASA SUL;ALMX;;0000106199;30/09/2018;KIT;0;;BRL;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00
10000104;SOL PROCELL 2X2L E170 ROCHE;D386;NTO-BRASILIA - ASA SUL;ALMX;;0000106856;30/11/2018;KIT;0;;BRL;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00
10000104;SOL PROCELL 2X2L E170 ROCHE;D386;NTO-BRASILIA - ASA SUL;ALMX;;0000117548;28/02/2019;KIT;0;;BRL;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00
10000104;SOL PROCELL 2X2L E170 ROCHE;D386;NTO-BRASILIA - ASA SUL;ALMX;;0000120127;28/02/2019;KIT;0;;BRL;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00
10000104;SOL PROCELL 2X2L E170 ROCHE;D386;NTO-BRASILIA - ASA SUL;ALMX;;0000123091;31/03/2019;KIT;0;;BRL;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00
10000104;SOL PROCELL 2X2L E170 ROCHE;D386;NTO-BRASILIA - ASA SUL;ALMX;;0000123285;30/04/2019;KIT;0;;BRL;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00
10000104;SOL PROCELL 2X2L E170 ROCHE;D386;NTO-BRASILIA - ASA SUL;ALMX;;0000124747;30/04/2019;KIT;0;;BRL;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00
10000104;SOL PROCELL 2X2L E170 ROCHE;D386;NTO-BRASILIA - ASA SUL;ALMX;;0000124750;30/04/2019;KIT;0;;BRL;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00
10000104;SOL PROCELL 2X2L E170 ROCHE;D386;NTO-BRASILIA - ASA SUL;ALMX;;0000127002;31/03/2019;KIT;0;;BRL;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00
10000104;SOL PROCELL 2X2L E170 ROCHE;D386;NTO-BRASILIA - ASA SUL;ALMX;;0000127096;30/04/2019;KIT;0;;BRL;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00
10000104;SOL PROCELL 2X2L E170 ROCHE;D386;NTO-BRASILIA - ASA SUL;ALMX;;0000129266;30/04/2019;KIT;0;;BRL;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00
10000104;SOL PROCELL 2X2L E170 ROCHE;D386;NTO-BRASILIA - ASA SUL;ALMX;;0000134875;31/05/2019;KIT;0;;BRL;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00
10000104;SOL PROCELL 2X2L E170 ROCHE;D386;NTO-BRASILIA - ASA SUL;ALMX;;0000135374;31/05/2019;KIT;0;;BRL;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00
10000104;SOL PROCELL 2X2L E170 ROCHE;D386;NTO-BRASILIA - ASA SUL;ALMX;;0000140016;30/06/2019;KIT;0;;BRL;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00
10000104;SOL PROCELL 2X2L E170 ROCHE;D386;NTO-BRASILIA - ASA SUL;ALMX;;0000140017;31/07/2019;KIT;0;;BRL;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00
10000104;SOL PROCELL 2X2L E170 ROCHE;D386;NTO-BRASILIA - ASA SUL;ALMX;;0000140290;30/06/2019;KIT;0;;BRL;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00
10000104;SOL PROCELL 2X2L E170 ROCHE;D386;NTO-BRASILIA - ASA SUL;ALMX;;0000140612;31/07/2019;KIT;0;;BRL;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00
10000104;SOL PROCELL 2X2L E170 ROCHE;D386;NTO-BRASILIA - ASA SUL;ALMX;;0000143062;31/07/2019;KIT;0;;BRL;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00
10000104;SOL PROCELL 2X2L E170 ROCHE;D386;NTO-BRASILIA - ASA SUL;ALMX;;0000145884;31/07/2019;KIT;0;;BRL;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00
10000104;SOL PROCELL 2X2L E170 ROCHE;D386;NTO-BRASILIA - ASA SUL;ALMX;;0000146228;30/09/2019;KIT;0;;BRL;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00
10000104;SOL PROCELL 2X2L E170 ROCHE;D386;NTO-BRASILIA - ASA SUL;ALMX;;0000149771;30/09/2019;KIT;0;;BRL;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00
10000104;SOL PROCELL 2X2L E170 ROCHE;D386;NTO-BRASILIA - ASA SUL;ALMX;;0000153864;31/10/2019;KIT;0;;BRL;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00
10000104;SOL PROCELL 2X2L E170 ROCHE;D386;NTO-BRASILIA - ASA SUL;ALMX;;0000154788;31/10/2019;KIT;0;;BRL;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00
10000104;SOL PROCELL 2X2L E170 ROCHE;D386;NTO-BRASILIA - ASA SUL;ALMX;;0000157822;31/10/2019;KIT;0;;BRL;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00
10000104;SOL PROCELL 2X2L E170 ROCHE;D386;NTO-BRASILIA - ASA SUL;ALMX;;0000157931;30/11/2019;KIT;0;;BRL;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00
10000104;SOL PROCELL 2X2L E170 ROCHE;D386;NTO-BRASILIA - ASA SUL;ALMX;;0000157951;30/11/2019;KIT;0;;BRL;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00
10000104;SOL PROCELL 2X2L E170 ROCHE;D386;NTO-BRASILIA - ASA SUL;ALMX;;0000160148;30/11/2019;KIT;0;;BRL;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00
10000104;SOL PROCELL 2X2L E170 ROCHE;D386;NTO-BRASILIA - ASA SUL;ALMX;;0000160344;30/11/2019;KIT;0;;BRL;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00
10000104;SOL PROCELL 2X2L E170 ROCHE;D386;NTO-BRASILIA - ASA SUL;ALMX;;0000162208;31/12/2019;KIT;0;;BRL;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00
10000104;SOL PROCELL 2X2L E170 ROCHE;D386;NTO-BRASILIA - ASA SUL;ALMX;;0000162843;31/12/2019;KIT;0;;BRL;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00
10000104;SOL PROCELL 2X2L E170 ROCHE;D386;NTO-BRASILIA - ASA SUL;ALMX;;0000166568;31/12/2019;KIT;0;;BRL;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00
